Date,DJI,SPC,President,Party
7/1/2003,12382.53,1328.01,George W. Bush,Republican
8/1/2003,12570.12,1345.69,George W. Bush,Republican
9/1/2003,12345.10,1325.64,George W. Bush,Republican
10/1/2003,13064.89,1400.60,George W. Bush,Republican
11/1/2003,13069.37,1413.76,George W. Bush,Republican
12/1/2003,13987.34,1487.75,George W. Bush,Republican
1/1/2004,13959.62,1505.53,George W. Bush,Republican
2/1/2004,14013.11,1515.90,George W. Bush,Republican
3/1/2004,13620.38,1480.97,George W. Bush,Republican
4/1/2004,13405.72,1451.67,George W. Bush,Republican
5/1/2004,13285.74,1461.37,George W. Bush,Republican
6/1/2004,13566.12,1483.09,George W. Bush,Republican
7/1/2004,13201.90,1434.44,George W. Bush,Republican
8/1/2004,13236.27,1436.62,George W. Bush,Republican
9/1/2004,13084.19,1446.72,George W. Bush,Republican
10/1/2004,12945.46,1459.09,George W. Bush,Republican
11/1/2004,13462.57,1515.40,George W. Bush,Republican
12/1/2004,13964.00,1569.44,George W. Bush,Republican
1/1/2005,13563.49,1527.38,George W. Bush,Republican
2/1/2005,13834.61,1546.63,George W. Bush,Republican
3/1/2005,13392.29,1505.25,George W. Bush,Republican
4/1/2005,12913.91,1465.73,George W. Bush,Republican
5/1/2005,13272.76,1510.82,George W. Bush,Republican
6/1/2005,13018.39,1509.42,George W. Bush,Republican
7/1/2005,13428.83,1557.54,George W. Bush,Republican
8/1/2005,13154.41,1531.51,George W. Bush,Republican
9/1/2005,13105.19,1523.72,George W. Bush,Republican
10/1/2005,12924.81,1494.28,George W. Bush,Republican
11/1/2005,13485.73,1559.35,George W. Bush,Republican
12/1/2005,13429.03,1564.11,George W. Bush,Republican
1/1/2006,13505.02,1591.14,George W. Bush,Republican
2/1/2006,13642.82,1589.30,George W. Bush,Republican
3/1/2006,13708.90,1597.87,George W. Bush,Republican
4/1/2006,13902.01,1602.88,George W. Bush,Republican
5/1/2006,13591.83,1545.70,George W. Bush,Republican
6/1/2006,13547.52,1543.29,George W. Bush,Republican
7/1/2006,13545.86,1546.04,George W. Bush,Republican
8/1/2006,13759.81,1576.32,George W. Bush,Republican
9/1/2006,14190.07,1623.06,George W. Bush,Republican
10/1/2006,14762.65,1683.84,George W. Bush,Republican
11/1/2006,14947.42,1712.97,George W. Bush,Republican
12/1/2006,15229.97,1733.16,George W. Bush,Republican
1/1/2007,15373.22,1751.78,George W. Bush,Republican
2/1/2007,14857.31,1703.66,George W. Bush,Republican
3/1/2007,14825.22,1705.03,George W. Bush,Republican
4/1/2007,15584.05,1768.47,George W. Bush,Republican
5/1/2007,16162.38,1815.32,George W. Bush,Republican
6/1/2007,15862.40,1778.46,George W. Bush,Republican
7/1/2007,15643.00,1723.04,George W. Bush,Republican
8/1/2007,15842.28,1748.15,George W. Bush,Republican
9/1/2007,16424.63,1804.62,George W. Bush,Republican
10/1/2007,16437.41,1828.27,George W. Bush,Republican
11/1/2007,15685.03,1737.38,George W. Bush,Republican
12/1/2007,15572.90,1723.85,George W. Bush,Republican
1/1/2008,14775.62,1610.15,George W. Bush,Republican
2/1/2008,14290.34,1550.18,George W. Bush,Republican
3/1/2008,14163.64,1527.72,George W. Bush,Republican
4/1/2008,14717.51,1590.66,George W. Bush,Republican
5/1/2008,14382.41,1593.63,George W. Bush,Republican
6/1/2008,12791.46,1442.56,George W. Bush,Republican
7/1/2008,12754.76,1420.73,George W. Bush,Republican
8/1/2008,12986.96,1443.18,George W. Bush,Republican
9/1/2008,12228.69,1314.49,George W. Bush,Republican
10/1/2008,10611.86,1102.44,George W. Bush,Republican
11/1/2008,10250.52,1040.53,George W. Bush,Republican
12/1/2008,10294.71,1059.51,George W. Bush,Republican
1/1/2009,9345.00,964.63,Barack Obama,Democratic
2/1/2009,8207.12,854.17,Barack Obama,Democratic
3/1/2009,8818.74,924.73,Barack Obama,Democratic
4/1/2009,9442.35,1008.97,Barack Obama,Democratic
5/1/2009,9800.88,1059.77,Barack Obama,Democratic
6/1/2009,9654.92,1050.78,Barack Obama,Democratic
7/1/2009,10501.49,1130.66,Barack Obama,Democratic
8/1/2009,10844.75,1165.55,Barack Obama,Democratic
9/1/2009,11081.71,1206.13,Barack Obama,Democratic
10/1/2009,11072.51,1181.26,Barack Obama,Democratic
11/1/2009,11793.12,1249.02,Barack Obama,Democratic
12/1/2009,11908.83,1273.44,Barack Obama,Democratic
1/1/2010,11456.62,1222.06,Barack Obama,Democratic
2/1/2010,11739.82,1255.81,Barack Obama,Democratic
3/1/2010,12300.56,1324.96,Barack Obama,Democratic
4/1/2010,12450.74,1342.15,Barack Obama,Democratic
5/1/2010,11454.39,1231.03,Barack Obama,Democratic
6/1/2010,11054.42,1165.73,Barack Obama,Democratic
7/1/2010,11836.98,1245.91,Barack Obama,Democratic
8/1/2010,11306.62,1184.69,Barack Obama,Democratic
9/1/2010,12179.71,1288.41,Barack Obama,Democratic
10/1/2010,12530.54,1333.53,Barack Obama,Democratic
11/1/2010,12403.78,1330.48,Barack Obama,Democratic
12/1/2010,13024.70,1414.85,Barack Obama,Democratic
1/1/2011,13307.07,1439.17,Barack Obama,Democratic
2/1/2011,13620.14,1478.52,Barack Obama,Democratic
3/1/2011,13588.66,1462.39,Barack Obama,Democratic
4/1/2011,14040.35,1494.52,Barack Obama,Democratic
5/1/2011,13713.64,1467.61,Barack Obama,Democratic
6/1/2011,13556.46,1442.14,Barack Obama,Democratic
7/1/2011,13248.27,1409.88,Barack Obama,Democratic
8/1/2011,12635.52,1326.15,Barack Obama,Democratic
9/1/2011,11862.84,1229.85,Barack Obama,Democratic
10/1/2011,13019.01,1364.84,Barack Obama,Democratic
11/1/2011,13129.79,1359.19,Barack Obama,Democratic
12/1/2011,13341.58,1373.30,Barack Obama,Democratic
1/1/2012,13744.61,1427.90,Barack Obama,Democratic
2/1/2012,14027.09,1479.03,Barack Obama,Democratic
3/1/2012,14202.94,1514.11,Barack Obama,Democratic
4/1/2012,14151.80,1497.16,Barack Obama,Democratic
5/1/2012,13298.17,1405.98,Barack Obama,Democratic
6/1/2012,13833.22,1462.96,Barack Obama,Democratic
7/1/2012,13997.34,1484.15,Barack Obama,Democratic
8/1/2012,14007.20,1505.04,Barack Obama,Democratic
9/1/2012,14310.54,1534.31,Barack Obama,Democratic
10/1/2012,13960.83,1505.36,Barack Obama,Democratic
11/1/2012,13950.40,1516.73,Barack Obama,Democratic
12/1/2012,14073.85,1531.73,Barack Obama,Democratic
1/1/2013,14844.68,1604.48,Barack Obama,Democratic
2/1/2013,14925.87,1608.59,Barack Obama,Democratic
3/1/2013,15438.67,1661.77,Barack Obama,Democratic
4/1/2013,15730.19,1693.42,Barack Obama,Democratic
5/1/2013,15992.27,1725.32,Barack Obama,Democratic
6/1/2013,15744.54,1696.23,Barack Obama,Democratic
7/1/2013,16352.01,1778.45,Barack Obama,Democratic
8/1/2013,15610.07,1721.15,Barack Obama,Democratic
9/1/2013,15931.54,1770.67,Barack Obama,Democratic
10/1/2013,16416.31,1854.91,Barack Obama,Democratic
11/1/2013,17019.42,1910.55,Barack Obama,Democratic
12/1/2013,17538.11,1955.56,Barack Obama,Democratic
1/1/2014,16546.59,1878.85,Barack Obama,Democratic
2/1/2014,17137.80,1952.42,Barack Obama,Democratic
3/1/2014,17165.34,1952.85,Barack Obama,Democratic
4/1/2014,17244.07,1959.31,Barack Obama,Democratic
5/1/2014,17318.99,1992.82,Barack Obama,Democratic
6/1/2014,17398.70,2026.88,Barack Obama,Democratic
7/1/2014,17143.02,1998.24,Barack Obama,Democratic
8/1/2014,17713.99,2075.49,Barack Obama,Democratic
9/1/2014,17656.44,2043.29,Barack Obama,Democratic
10/1/2014,18051.36,2094.74,Barack Obama,Democratic
11/1/2014,18612.68,2158.53,Barack Obama,Democratic
12/1/2014,18714.22,2161.85,Barack Obama,Democratic
1/1/2015,18109.02,2104.71,Barack Obama,Democratic
2/1/2015,19039.34,2209.73,Barack Obama,Democratic
3/1/2015,18558.27,2158.88,Barack Obama,Democratic
4/1/2015,18589.82,2173.10,Barack Obama,Democratic
5/1/2015,18677.08,2185.36,Barack Obama,Democratic
6/1/2015,18200.95,2131.19,Barack Obama,Democratic
7/1/2015,18273.63,2173.27,Barack Obama,Democratic
8/1/2015,17089.98,2039.23,Barack Obama,Democratic
9/1/2015,16870.95,1989.15,Barack Obama,Democratic
10/1/2015,18317.09,2156.30,Barack Obama,Democratic
11/1/2015,18411.00,2161.55,Barack Obama,Democratic
12/1/2015,18156.88,2129.79,Barack Obama,Democratic
1/1/2016,17141.42,2019.79,Barack Obama,Democratic
2/1/2016,17177.16,2009.52,Barack Obama,Democratic
3/1/2016,18304.07,2131.83,Barack Obama,Democratic
4/1/2016,18306.85,2127.26,Barack Obama,Democratic
5/1/2016,18249.67,2151.48,Barack Obama,Democratic
6/1/2016,18342.38,2147.13,Barack Obama,Democratic
7/1/2016,18893.05,2227.94,Barack Obama,Democratic
8/1/2016,18842.50,2223.05,Barack Obama,Democratic
9/1/2016,18692.62,2213.80,Barack Obama,Democratic
10/1/2016,18505.27,2168.67,Barack Obama,Democratic
11/1/2016,19525.18,2244.99,Barack Obama,Democratic
12/1/2016,20177.61,2285.85,Barack Obama,Democratic
1/1/2017,20162.05,2313.05,Donald J. Trump,Republican
2/1/2017,21061.99,2392.00,Donald J. Trump,Republican
3/1/2017,20890.52,2388.71,Donald J. Trump,Republican
4/1/2017,21108.03,2403.27,Donald J. Trump,Republican
5/1/2017,21155.71,2428.68,Donald J. Trump,Republican
6/1/2017,21477.73,2437.95,Donald J. Trump,Republican
7/1/2017,22044.36,2487.59,Donald J. Trump,Republican
8/1/2017,22035.89,2481.54,Donald J. Trump,Republican
9/1/2017,22382.68,2516.84,Donald J. Trump,Republican
10/1/2017,23353.86,2572.68,Donald J. Trump,Republican
11/1/2017,24248.08,2644.93,Donald J. Trump,Republican
12/1/2017,24719.22,2673.61,Donald J. Trump,Republican
1/1/2018,26149.39,2823.81,Donald J. Trump,Republican
2/1/2018,25192.84,2709.20,Donald J. Trump,Republican
