date,index_value
03/01/1997,10145.14
04/01/1997,10786.85
05/01/1997,11289.74
06/01/1997,11800.77
07/01/1997,12629.91
08/01/1997,11685.14
09/01/1997,12148.36
10/01/1997,11356.64
11/01/1997,11938.05
12/01/1997,12083.88
01/01/1998,12065.32
02/01/1998,13015.13
03/01/1998,13375.71
04/01/1998,13749.13
05/01/1998,13474.52
06/01/1998,13535.45
07/01/1998,13422.65
08/01/1998,11376.46
09/01/1998,11818.83
10/01/1998,12913.93
11/01/1998,13702.17
12/01/1998,13808.87
01/01/1999,14038.25
02/01/1999,13950.56
03/01/1999,14620.52
04/01/1999,16000.15
05/01/1999,15660.09
06/01/1999,16269.7
07/01/1999,15758.97
08/01/1999,15973.19
09/01/1999,15174.64
10/01/1999,15729.97
11/01/1999,15935.99
12/01/1999,16843.28
01/01/2000,15973.17
02/01/2000,14706.31
03/01/2000,15727.56
04/01/2000,15446.1
05/01/2000,15120.59
06/01/2000,14940.48
07/01/2000,15014.87
08/01/2000,16003.95
09/01/2000,15113.66
10/01/2000,15546.11
11/01/2000,14746.92
12/01/2000,15286.58
01/01/2001,15329.4
02/01/2001,14714.38
03/01/2001,13820.41
04/01/2001,14964.55
05/01/2001,15134.86
06/01/2001,14545.82
07/01/2001,14616.18
08/01/2001,13820.2
09/01/2001,12236.18
10/01/2001,12587.22
11/01/2001,13693.67
12/01/2001,13980.09
01/01/2002,13808.64
02/01/2002,14017.2
03/01/2002,14347.03
04/01/2002,13636.27
05/01/2002,13607.52
06/01/2002,12663.27
07/01/2002,11960.39
08/01/2002,11817.01
09/01/2002,10340.21
10/01/2002,11419.96
11/01/2002,12098.68
12/01/2002,11369.64
01/01/2003,10929.02
02/01/2003,10621.39
03/01/2003,10693.47
04/01/2003,11371.8
05/01/2003,11885.9
06/01/2003,12058.46
07/01/2003,12382.53
08/01/2003,12570.12
09/01/2003,12345.1
10/01/2003,13064.89
11/01/2003,13069.37
12/01/2003,13987.34
01/01/2004,13959.62
02/01/2004,14013.11
03/01/2004,13620.38
04/01/2004,13405.72
05/01/2004,13285.74
06/01/2004,13566.12
07/01/2004,13201.9
08/01/2004,13236.27
09/01/2004,13084.19
10/01/2004,12945.46
11/01/2004,13462.57
12/01/2004,13964
01/01/2005,13563.49
02/01/2005,13834.61
03/01/2005,13392.29
04/01/2005,12913.91
05/01/2005,13272.76
06/01/2005,13018.39
07/01/2005,13428.83
08/01/2005,13154.41
09/01/2005,13105.19
10/01/2005,12924.81
11/01/2005,13485.73
12/01/2005,13429.03
01/01/2006,13505.02
02/01/2006,13642.82
03/01/2006,13708.9
04/01/2006,13902.01
05/01/2006,13591.83
06/01/2006,13547.52
07/01/2006,13545.86
08/01/2006,13759.81
09/01/2006,14190.07
10/01/2006,14762.65
11/01/2006,14947.42
12/01/2006,15229.97
01/01/2007,15373.22
02/01/2007,14857.31
03/01/2007,14825.22
04/01/2007,15584.05
05/01/2007,16162.38
06/01/2007,15862.4
07/01/2007,15643
08/01/2007,15842.28
09/01/2007,16424.63
10/01/2007,16437.41
11/01/2007,15685.03
12/01/2007,15572.9
01/01/2008,14775.62
02/01/2008,14290.34
03/01/2008,14163.64
04/01/2008,14717.51
05/01/2008,14382.41
06/01/2008,12791.46
07/01/2008,12754.76
08/01/2008,12986.96
09/01/2008,12228.69
10/01/2008,10611.86
11/01/2008,10250.52
12/01/2008,10294.71
01/01/2009,9345
02/01/2009,8207.12
03/01/2009,8818.74
04/01/2009,9442.35
05/01/2009,9800.88
06/01/2009,9654.92
07/01/2009,10501.49
08/01/2009,10844.75
09/01/2009,11081.71
10/01/2009,11072.51
11/01/2009,11793.12
12/01/2009,11908.83
01/01/2010,11456.62
02/01/2010,11739.82
03/01/2010,12300.56
04/01/2010,12450.74
05/01/2010,11454.39
06/01/2010,11054.42
07/01/2010,11836.98
08/01/2010,11306.62
09/01/2010,12179.71
10/01/2010,12530.54
11/01/2010,12403.78
12/01/2010,13024.7
01/01/2011,13307.07
02/01/2011,13620.14
03/01/2011,13588.66
04/01/2011,14040.35
05/01/2011,13713.64
06/01/2011,13556.46
07/01/2011,13248.27
08/01/2011,12635.52
09/01/2011,11862.84
10/01/2011,13019.01
11/01/2011,13129.79
12/01/2011,13341.58
01/01/2012,13744.61
02/01/2012,14027.09
03/01/2012,14202.94
